fk_rede,rede,data,nome_dia,volume_total_usd,total_trades
bb93cff8851d49accdf69b665b0339e1cf15f56c036ebbea5c9d424f798e247d,avalanche,2025-06-05,Quinta-feira,25381373.72878282,682
bb93cff8851d49accdf69b665b0339e1cf15f56c036ebbea5c9d424f798e247d,avalanche,2025-06-04,Quarta-feira,3.8651630927290127E18,382
bb93cff8851d49accdf69b665b0339e1cf15f56c036ebbea5c9d424f798e247d,avalanche,2025-06-07,Sábado,7.8827822494779814E17,354
bb93cff8851d49accdf69b665b0339e1cf15f56c036ebbea5c9d424f798e247d,avalanche,2025-06-03,Terça-feira,4.0375781842823956E18,496
50b9984bd9eb2b8837f97266b81ae2f8922a0272c40818dfabffdb6b66066a17,matic,2025-05-23,Sexta-feira,68253734.76725839,3847
50b9984bd9eb2b8837f97266b81ae2f8922a0272c40818dfabffdb6b66066a17,matic,2025-05-12,Segunda-feira,48333973.57878534,2517
50b9984bd9eb2b8837f97266b81ae2f8922a0272c40818dfabffdb6b66066a17,matic,2025-05-14,Quarta-feira,37336068.53716955,2198
684603a7e7eae5bac769334a169067ece3d969d108b5a2b3bfa78b0bb3461ef6,fantom,2025-05-23,Sexta-feira,10026.516434741021,2
684603a7e7eae5bac769334a169067ece3d969d108b5a2b3bfa78b0bb3461ef6,fantom,2025-05-12,Segunda-feira,38633.79141114066,4
684603a7e7eae5bac769334a169067ece3d969d108b5a2b3bfa78b0bb3461ef6,fantom,2025-05-14,Quarta-feira,1130770.1484917137,82
45e5fa95a2f3c91cbdb5b6a50ede8cf68885c12fb67dbc5c715e3a748b7eb5e5,klaytn,2025-05-23,Sexta-feira,2098498.5342911254,402
45e5fa95a2f3c91cbdb5b6a50ede8cf68885c12fb67dbc5c715e3a748b7eb5e5,klaytn,2025-05-12,Segunda-feira,25409.84739807022,4
45e5fa95a2f3c91cbdb5b6a50ede8cf68885c12fb67dbc5c715e3a748b7eb5e5,klaytn,2025-05-14,Quarta-feira,107563.27019795592,16
bb93cff8851d49accdf69b665b0339e1cf15f56c036ebbea5c9d424f798e247d,avalanche,2025-05-23,Sexta-feira,91452413.19495073,4913
bb93cff8851d49accdf69b665b0339e1cf15f56c036ebbea5c9d424f798e247d,avalanche,2025-05-12,Segunda-feira,2.82146117967795392E17,11954
bb93cff8851d49accdf69b665b0339e1cf15f56c036ebbea5c9d424f798e247d,avalanche,2025-05-14,Quarta-feira,102352613.00216332,6418
